"Nível","Cód.","Unidade da Federação","População Residente - 2019"
"MU","3500808","Alfredo Marcondes (SP)","4166"
"MU","3500907","Altair (SP)","4160"
"MU","3501004","Altinópolis (SP)","16184"
"MU","3501103","Alto Alegre (SP)","4099"
"MU","3501152","Alumínio (SP)","18628"
"MU","3501202","Álvares Florence (SP)","3679"
"MU","3501301","Álvares Machado (SP)","24915"
"MU","3501400","Álvaro de Carvalho (SP)","5227"
"MU","3501509","Alvinlândia (SP)","3222"
"MU","3501608","Americana (SP)","239597"
"MU","3501707","Américo Brasiliense (SP)","40504"
"MU","3501806","Américo de Campos (SP)","5969"
"MU","3501905","Amparo (SP)","72195"
"MU","3502002","Analândia (SP)","4995"
"MU","3502101","Andradina (SP)","57157"
"MU","3502200","Angatuba (SP)","25228"
"MU","3502309","Anhembi (SP)","6724"
"MU","3502408","Anhumas (SP)","4115"
"MU","3502507","Aparecida (SP)","36157"
"MU","3502606","Aparecida d'Oeste (SP)","4196"
"MU","3502705","Apiaí (SP)","24374"
"MU","3502754","Araçariguama (SP)","22364"
"MU","3502804","Araçatuba (SP)","197016"
"MU","3502903","Araçoiaba da Serra (SP)","34146"
"MU","3503000","Aramina (SP)","5620"
"MU","3503109","Arandu (SP)","6357"
"MU","3503158","Arapeí (SP)","2469"
"MU","3503208","Araraquara (SP)","236072"
"MU","3503307","Araras (SP)","134236"
"MU","3503356","Arco-Íris (SP)","1791"
"MU","3503406","Arealva (SP)","8560"
"MU","3503505","Areias (SP)","3886"
"MU","3503604","Areiópolis (SP)","11129"
"MU","3503703","Ariranha (SP)","9668"
"MU","3503802","Artur Nogueira (SP)","54408"
"MU","3503901","Arujá (SP)","89824"
"MU","3503950","Aspásia (SP)","1822"
"MU","3504008","Assis (SP)","104386"
"MU","3504107","Atibaia (SP)","142761"
"MU","3504206","Auriflama (SP)","15189"
"MU","3504305","Avaí (SP)","5403"
"MU","3504404","Avanhandava (SP)","13649"
"MU","3504503","Avaré (SP)","90655"
"MU","3504602","Bady Bassitt (SP)","17502"
"MU","3504701","Balbinos (SP)","5735"
"MU","3504800","Bálsamo (SP)","9068"
"MU","3504909","Bananal (SP)","10945"
"MU","3505005","Barão de Antonina (SP)","3469"
"MU","3505104","Barbosa (SP)","7402"
"MU","3505203","Bariri (SP)","35264"
"MU","3505302","Barra Bonita (SP)","36126"
"MU","3505351","Barra do Chapéu (SP)","5724"
"MU","3505401","Barra do Turvo (SP)","7659"
"MU","3505500","Barretos (SP)","122098"
"MU","3505609","Barrinha (SP)","32812"
"MU","3505708","Barueri (SP)","274182"
"MU","3505807","Bastos (SP)","20953"
"MU","3505906","Batatais (SP)","62508"
"MU","3506003","Bauru (SP)","376818"
"MU","3506102","Bebedouro (SP)","77496"
"MU","3506201","Bento de Abreu (SP)","2980"
"MU","3506300","Bernardino de Campos (SP)","11148"
"MU","3506359","Bertioga (SP)","63249"
"MU","3506409","Bilac (SP)","8034"
"MU","3506508","Birigui (SP)","123638"
"MU","3506607","Biritiba Mirim (SP)","32598"
"MU","3506706","Boa Esperança do Sul (SP)","14923"
"MU","3506805","Bocaina (SP)","12329"
"MU","3506904","Bofete (SP)","11730"
"MU","3507001","Boituva (SP)","60997"
"MU","3507100","Bom Jesus dos Perdões (SP)","25448"
"MU","3507159","Bom Sucesso de Itararé (SP)","3954"
"MU","3507209","Borá (SP)","837"
"MU","3507308","Boracéia (SP)","4823"
"MU","3507407","Borborema (SP)","16046"
"MU","3507456","Borebi (SP)","2653"
"MU","3507506","Botucatu (SP)","146497"
"MU","3507605","Bragança Paulista (SP)","168668"
"MU","3507704","Braúna (SP)","5686"
"MU","3507753","Brejo Alegre (SP)","2865"
"MU","3507803","Brodowski (SP)","24939"
"MU","3507902","Brotas (SP)","24403"
"MU","3508009","Buri (SP)","19878"
"MU","3508108","Buritama (SP)","17144"
"MU","3508207","Buritizal (SP)","4481"
"MU","3508306","Cabrália Paulista (SP)","4264"
"MU","3508405","Cabreúva (SP)","49707"
"MU","3508504","Caçapava (SP)","94263"
"MU","3508603","Cachoeira Paulista (SP)","33327"
"MU","3508702","Caconde (SP)","18985"
"MU","3508801","Cafelândia (SP)","17767"
"MU","3508900","Caiabu (SP)","4191"
"MU","3509007","Caieiras (SP)","101470"
"MU","3509106","Caiuá (SP)","5874"
"MU","3509205","Cajamar (SP)","76801"
"MU","3509254","Cajati (SP)","28549"
"MU","3509304","Cajobi (SP)","10542"
"MU","3509403","Cajuru (SP)","26167"
"MU","3509452","Campina do Monte Alegre (SP)","6024"
"MU","3509502","Campinas (SP)","1204073"
"MU","3509601","Campo Limpo Paulista (SP)","84650"
"MU","3509700","Campos do Jordão (SP)","52088"
"MU","3509809","Campos Novos Paulista (SP)","4965"
"MU","3509908","Cananéia (SP)","12540"
"MU","3509957","Canas (SP)","5138"
"MU","3510005","Cândido Mota (SP)","31280"
"MU","3510104","Cândido Rodrigues (SP)","2793"
"MU","3510153","Canitar (SP)","5216"
"MU","3510203","Capão Bonito (SP)","47138"
"MU","3510302","Capela do Alto (SP)","20706"
"MU","3510401","Capivari (SP)","55768"
"MU","3510500","Caraguatatuba (SP)","121532"
"MU","3510609","Carapicuíba (SP)","400927"
"MU","3510708","Cardoso (SP)","12326"
"MU","3510807","Casa Branca (SP)","30380"
"MU","3510906","Cássia dos Coqueiros (SP)","2523"
"MU","3511003","Castilho (SP)","21006"
"MU","3511102","Catanduva (SP)","121862"
"MU","3511201","Catiguá (SP)","7804"
"MU","3511300","Cedral (SP)","9237"
"MU","3511409","Cerqueira César (SP)","19985"
"MU","3511508","Cerquilho (SP)","48949"
"MU","3511607","Cesário Lange (SP)","18148"
"MU","3511706","Charqueada (SP)","17190"
"MU","3511904","Clementina (SP)","8617"
"MU","3512001","Colina (SP)","18468"
"MU","3512100","Colômbia (SP)","6210"
"MU","3512209","Conchal (SP)","28050"
"MU","3512308","Conchas (SP)","17896"
"MU","3512407","Cordeirópolis (SP)","24528"
"MU","3512506","Coroados (SP)","6058"
"MU","3512605","Coronel Macedo (SP)","4681"
"MU","3512704","Corumbataí (SP)","4055"
"MU","3512803","Cosmópolis (SP)","72252"
"MU","3512902","Cosmorama (SP)","7307"
"MU","3513009","Cotia (SP)","249210"
"MU","3513108","Cravinhos (SP)","35292"
"MU","3513207","Cristais Paulista (SP)","8631"
"MU","3513306","Cruzália (SP)","2073"
"MU","3513405","Cruzeiro (SP)","82238"
"MU","3513504","Cubatão (SP)","130705"
"MU","3513603","Cunha (SP)","21547"
"MU","3513702","Descalvado (SP)","33718"
"MU","3513801","Diadema (SP)","423884"
"MU","3513850","Dirce Reis (SP)","1793"
"MU","3513900","Divinolândia (SP)","11146"
"MU","3514007","Dobrada (SP)","8929"
"MU","3514106","Dois Córregos (SP)","27315"
"MU","3514205","Dolcinópolis (SP)","2115"
"MU","3514304","Dourado (SP)","8873"
"MU","3514403","Dracena (SP)","46793"
"MU","3514502","Duartina (SP)","12445"
"MU","3514601","Dumont (SP)","9868"
"MU","3514700","Echaporã (SP)","6102"
"MU","3514809","Eldorado (SP)","15494"
"MU","3514908","Elias Fausto (SP)","17772"
"MU","3514924","Elisiário (SP)","3651"
"MU","3514957","Embaúba (SP)","2452"
"MU","3515004","Embu das Artes (SP)","273726"
"MU","3515103","Embu-Guaçu (SP)","69385"
"MU","3515129","Emilianópolis (SP)","3214"
"MU","3515152","Engenheiro Coelho (SP)","20773"
"MU","3515186","Espírito Santo do Pinhal (SP)","44330"
"MU","3515194","Espírito Santo do Turvo (SP)","4829"
"MU","3515202","Estrela d'Oeste (SP)","8419"
"MU","3515301","Estrela do Norte (SP)","2766"
"MU","3515350","Euclides da Cunha Paulista (SP)","9371"
"MU","3515400","Fartura (SP)","16036"
"MU","3515509","Fernandópolis (SP)","69116"
"MU","3515608","Fernando Prestes (SP)","5783"
"MU","3515657","Fernão (SP)","1716"
"MU","3515707","Ferraz de Vasconcelos (SP)","194276"
"MU","3515806","Flora Rica (SP)","1464"
"MU","3515905","Floreal (SP)","2917"
"MU","3516002","Flórida Paulista (SP)","14640"
"MU","3516101","Florínea (SP)","2676"
"MU","3516200","Franca (SP)","353187"
"MU","3516309","Francisco Morato (SP)","175844"
"MU","3516408","Franco da Rocha (SP)","154489"
"MU","3516507","Gabriel Monteiro (SP)","2776"
"MU","3516606","Gália (SP)","6548"
"MU","3516705","Garça (SP)","44390"
"MU","3516804","Gastão Vidigal (SP)","4808"
"MU","3516853","Gavião Peixoto (SP)","4789"
"MU","3516903","General Salgado (SP)","10869"
"MU","3517000","Getulina (SP)","11409"
"MU","3517109","Glicério (SP)","4815"
"MU","3517208","Guaiçara (SP)","12168"
"MU","3517307","Guaimbê (SP)","5765"
"MU","3517406","Guaíra (SP)","40790"
"MU","3517505","Guapiaçu (SP)","21454"
"MU","3517604","Guapiara (SP)","17157"
"MU","3517703","Guará (SP)","21220"
"MU","3517802","Guaraçaí (SP)","8323"
"MU","3517901","Guaraci (SP)","11188"
"MU","3518008","Guarani d'Oeste (SP)","2000"
"MU","3518107","Guarantã (SP)","6664"
"MU","3518206","Guararapes (SP)","32939"
"MU","3518305","Guararema (SP)","29798"
"MU","3518404","Guaratinguetá (SP)","121798"
"MU","3518503","Guareí (SP)","18520"
"MU","3518602","Guariba (SP)","40105"
"MU","3518701","Guarujá (SP)","320459"
"MU","3518800","Guarulhos (SP)","1379182"
"MU","3518859","Guatapará (SP)","7656"
"MU","3518909","Guzolândia (SP)","5267"
"MU","3519006","Herculândia (SP)","9526"
"MU","3519055","Holambra (SP)","14930"
"MU","3519071","Hortolândia (SP)","230851"
"MU","3519105","Iacanga (SP)","11710"
"MU","3519204","Iacri (SP)","6321"
"MU","3519253","Iaras (SP)","9240"
"MU","3519303","Ibaté (SP)","35104"
"MU","3519402","Ibirá (SP)","12393"
"MU","3519501","Ibirarema (SP)","7753"
"MU","3519600","Ibitinga (SP)","60033"
"MU","3519709","Ibiúna (SP)","78878"
"MU","3519808","Icém (SP)","8243"
"MU","3519907","Iepê (SP)","8159"
"MU","3520004","Igaraçu do Tietê (SP)","24674"
"MU","3520103","Igarapava (SP)","30432"
"MU","3520202","Igaratá (SP)","9534"
"MU","3520301","Iguape (SP)","30857"
"MU","3520400","Ilhabela (SP)","34970"
"MU","3520426","Ilha Comprida (SP)","11166"
"MU","3520442","Ilha Solteira (SP)","26686"
"MU","3520509","Indaiatuba (SP)","251627"
"MU","3520608","Indiana (SP)","4885"
"MU","3520707","Indiaporã (SP)","3897"
"MU","3520806","Inúbia Paulista (SP)","3991"
"MU","3520905","Ipaussu (SP)","14971"
"MU","3521002","Iperó (SP)","37133"
"MU","3521101","Ipeúna (SP)","7546"
"MU","3521150","Ipiguá (SP)","5392"
"MU","3521200","Iporanga (SP)","4218"
"MU","3521309","Ipuã (SP)","16409"
"MU","3521408","Iracemápolis (SP)","24235"
"MU","3521507","Irapuã (SP)","7993"
"MU","3521606","Irapuru (SP)","8294"
"MU","3521705","Itaberá (SP)","17556"
"MU","3521804","Itaí (SP)","27125"
"MU","3521903","Itajobi (SP)","15262"
"MU","3522000","Itaju (SP)","3835"
"MU","3522109","Itanhaém (SP)","101816"
"MU","3522158","Itaoca (SP)","3328"
"MU","3522208","Itapecerica da Serra (SP)","175693"
"MU","3522307","Itapetininga (SP)","163901"
"MU","3522406","Itapeva (SP)","94354"
"MU","3522505","Itapevi (SP)","237700"
"MU","3522604","Itapira (SP)","74773"
"MU","3522653","Itapirapuã Paulista (SP)","4241"
"MU","3522703","Itápolis (SP)","43120"
"MU","3522802","Itaporanga (SP)","15149"
"MU","3522901","Itapuí (SP)","13992"
"MU","3523008","Itapura (SP)","4906"
"MU","3523107","Itaquaquecetuba (SP)","370821"
"MU","3523206","Itararé (SP)","50503"
"MU","3523305","Itariri (SP)","17436"
"MU","3523404","Itatiba (SP)","120858"
"MU","3523503","Itatinga (SP)","20697"
"MU","3523602","Itirapina (SP)","18157"
"MU","3523701","Itirapuã (SP)","6499"
"MU","3523800","Itobi (SP)","7841"
"MU","3523909","Itu (SP)","173939"
"MU","3524006","Itupeva (SP)","61252"
"MU","3524105","Ituverava (SP)","41824"
"MU","3524204","Jaborandi (SP)","6929"
"MU","3524303","Jaboticabal (SP)","77263"
"MU","3524402","Jacareí (SP)","233662"
"MU","3524501","Jaci (SP)","7067"
"MU","3524600","Jacupiranga (SP)","17866"
"MU","3524709","Jaguariúna (SP)","57488"
"MU","3524808","Jales (SP)","49107"
"MU","3524907","Jambeiro (SP)","6602"
"MU","3525003","Jandira (SP)","124937"
"MU","3525102","Jardinópolis (SP)","44380"
"MU","3525201","Jarinu (SP)","30044"
"MU","3525300","Jaú (SP)","150252"
"MU","3525409","Jeriquara (SP)","3159"
"MU","3525508","Joanópolis (SP)","13220"
"MU","3525607","João Ramalho (SP)","4523"
"MU","3525706","José Bonifácio (SP)","37015"
"MU","3525805","Júlio Mesquita (SP)","4776"
"MU","3525854","Jumirim (SP)","3367"
"MU","3525904","Jundiaí (SP)","418962"
"MU","3526001","Junqueirópolis (SP)","20679"
"MU","3526100","Juquiá (SP)","18812"
"MU","3526209","Juquitiba (SP)","31444"
"MU","3526308","Lagoinha (SP)","4896"
"MU","3526407","Laranjal Paulista (SP)","28516"
"MU","3526506","Lavínia (SP)","11980"
"MU","3526605","Lavrinhas (SP)","7260"
"MU","3526704","Leme (SP)","103391"
"MU","3526803","Lençóis Paulista (SP)","68432"
"MU","3526902","Limeira (SP)","306114"
"MU","3527009","Lindóia (SP)","7980"
"MU","3527108","Lins (SP)","78013"
"MU","3527207","Lorena (SP)","88706"
"MU","3527256","Lourdes (SP)","2289"
"MU","3527306","Louveira (SP)","48885"
"MU","3527405","Lucélia (SP)","21747"
"MU","3527504","Lucianópolis (SP)","2394"
"MU","3527603","Luís Antônio (SP)","14947"
"MU","3527702","Luiziânia (SP)","5790"
"MU","3527801","Lupércio (SP)","4584"
"MU","3527900","Lutécia (SP)","2649"
"MU","3528007","Macatuba (SP)","17163"
"MU","3528106","Macaubal (SP)","8120"
"MU","3528205","Macedônia (SP)","3698"
"MU","3528304","Magda (SP)","3119"
"MU","3528403","Mairinque (SP)","47150"
"MU","3528502","Mairiporã (SP)","100179"
"MU","3528601","Manduri (SP)","9846"
"MU","3528700","Marabá Paulista (SP)","5853"
"MU","3528809","Maracaí (SP)","14002"
"MU","3528858","Marapoama (SP)","3031"
"MU","3528908","Mariápolis (SP)","4084"
"MU","3529005","Marília (SP)","238882"
"MU","3529104","Marinópolis (SP)","2112"
"MU","3529203","Martinópolis (SP)","26461"
"MU","3529302","Matão (SP)","83170"
"MU","3529401","Mauá (SP)","472912"
"MU","3529500","Mendonça (SP)","5490"
"MU","3529609","Meridiano (SP)","3836"
"MU","3529658","Mesópolis (SP)","1908"
"MU","3529708","Miguelópolis (SP)","22226"
"MU","3529807","Mineiros do Tietê (SP)","12908"
"MU","3529906","Miracatu (SP)","19779"
"MU","3530003","Mira Estrela (SP)","3086"
"MU","3530102","Mirandópolis (SP)","29564"
"MU","3530201","Mirante do Paranapanema (SP)","18259"
"MU","3530300","Mirassol (SP)","59824"
"MU","3530409","Mirassolândia (SP)","4871"
"MU","3530508","Mococa (SP)","68885"
"MU","3530607","Mogi das Cruzes (SP)","445842"
"MU","3530706","Mogi Guaçu (SP)","151888"
"MU","3530805","Mogi Mirim (SP)","93189"
"MU","3530904","Mombuca (SP)","3493"
"MU","3531001","Monções (SP)","2259"
"MU","3531100","Mongaguá (SP)","56702"
"MU","3531209","Monte Alegre do Sul (SP)","8038"
"MU","3531308","Monte Alto (SP)","50498"
"MU","3531407","Monte Aprazível (SP)","25087"
"MU","3531506","Monte Azul Paulista (SP)","19008"
"MU","3531605","Monte Castelo (SP)","4166"
"MU","3531704","Monteiro Lobato (SP)","4653"
"MU","3531803","Monte Mor (SP)","59772"
"MU","3531902","Morro Agudo (SP)","32968"
"MU","3532009","Morungaba (SP)","13622"
"MU","3532058","Motuca (SP)","4758"
"MU","3532108","Murutinga do Sul (SP)","4486"
"MU","3532157","Nantes (SP)","3141"
"MU","3532207","Narandiba (SP)","4857"
"MU","3532306","Natividade da Serra (SP)","6661"
"MU","3532405","Nazaré Paulista (SP)","18524"
"MU","3532504","Neves Paulista (SP)","8930"
"MU","3532603","Nhandeara (SP)","11478"
"MU","3532702","Nipoã (SP)","5213"
"MU","3532801","Nova Aliança (SP)","6973"
"MU","3532827","Nova Campina (SP)","9755"
"MU","3532843","Nova Canaã Paulista (SP)","1881"
"MU","3532868","Nova Castilho (SP)","1267"
"MU","3532900","Nova Europa (SP)","11186"
"MU","3533007","Nova Granada (SP)","21500"
"MU","3533106","Nova Guataporanga (SP)","2316"
"MU","3533205","Nova Independência (SP)","3969"
"MU","3533254","Novais (SP)","5830"
"MU","3533304","Nova Luzitânia (SP)","4101"
"MU","3533403","Nova Odessa (SP)","60174"
"MU","3533502","Novo Horizonte (SP)","41052"
"MU","3533601","Nuporanga (SP)","7432"
"MU","3533700","Ocauçu (SP)","4289"
"MU","3533809","Óleo (SP)","2496"
"MU","3533908","Olímpia (SP)","54772"
"MU","3534005","Onda Verde (SP)","4381"
"MU","3534104","Oriente (SP)","6515"
"MU","3534203","Orindiúva (SP)","7066"
"MU","3534302","Orlândia (SP)","44028"
"MU","3534401","Osasco (SP)","698418"
"MU","3534500","Oscar Bressane (SP)","2603"
"MU","3534609","Osvaldo Cruz (SP)","32879"
"MU","3534708","Ourinhos (SP)","113542"
"MU","3534757","Ouroeste (SP)","10361"
"MU","3534807","Ouro Verde (SP)","8562"
"MU","3534906","Pacaembu (SP)","14197"
"MU","3535002","Palestina (SP)","12957"
"MU","3535101","Palmares Paulista (SP)","13275"
"MU","3535200","Palmeira d'Oeste (SP)","9283"
"MU","3535309","Palmital (SP)","22221"
"MU","3535408","Panorama (SP)","15777"
"MU","3535507","Paraguaçu Paulista (SP)","45703"
"MU","3535606","Paraibuna (SP)","18222"
"MU","3535705","Paraíso (SP)","6454"
"MU","3535804","Paranapanema (SP)","20197"
"MU","3535903","Paranapuã (SP)","4078"
"MU","3536000","Parapuã (SP)","10964"
"MU","3536109","Pardinho (SP)","6435"
"MU","3536208","Pariquera-Açu (SP)","19648"
"MU","3536257","Parisi (SP)","2161"
"MU","3536307","Patrocínio Paulista (SP)","14670"
"MU","3536406","Paulicéia (SP)","7366"
"MU","3536505","Paulínia (SP)","109424"
"MU","3536570","Paulistânia (SP)","1833"
"MU","3536604","Paulo de Faria (SP)","8945"
"MU","3536703","Pederneiras (SP)","46687"
"MU","3536802","Pedra Bela (SP)","6093"
"MU","3536901","Pedranópolis (SP)","2494"
"MU","3537008","Pedregulho (SP)","16744"
"MU","3537107","Pedreira (SP)","47919"
"MU","3537156","Pedrinhas Paulista (SP)","3093"
"MU","3537206","Pedro de Toledo (SP)","11331"
"MU","3537305","Penápolis (SP)","63407"
"MU","3537404","Pereira Barreto (SP)","25669"
"MU","3537503","Pereiras (SP)","8668"
"MU","3537602","Peruíbe (SP)","68284"
"MU","3537701","Piacatu (SP)","5980"
"MU","3537800","Piedade (SP)","55348"
"MU","3537909","Pilar do Sul (SP)","29185"
"MU","3538006","Pindamonhangaba (SP)","168328"
"MU","3538105","Pindorama (SP)","17049"
"MU","3538204","Pinhalzinho (SP)","15207"
"MU","3538303","Piquerobi (SP)","3692"
"MU","3538501","Piquete (SP)","13657"
"MU","3538600","Piracaia (SP)","27303"
"MU","3538709","Piracicaba (SP)","404142"
"MU","3538808","Piraju (SP)","29806"
"MU","3538907","Pirajuí (SP)","25492"
"MU","3539004","Pirangi (SP)","11417"
"MU","3539103","Pirapora do Bom Jesus (SP)","18895"
"MU","3539202","Pirapozinho (SP)","27527"
"MU","3539301","Pirassununga (SP)","76409"
"MU","3539400","Piratininga (SP)","13636"
"MU","3539509","Pitangueiras (SP)","39719"
"MU","3539608","Planalto (SP)","5237"
"MU","3539707","Platina (SP)","3550"
"MU","3539806","Poá (SP)","117452"
"MU","3539905","Poloni (SP)","6059"
"MU","3540002","Pompéia (SP)","22014"
"MU","3540101","Pongaí (SP)","3416"
"MU","3540200","Pontal (SP)","49961"
"MU","3540259","Pontalinda (SP)","4628"
"MU","3540309","Pontes Gestal (SP)","2577"
"MU","3540408","Populina (SP)","4169"
"MU","3540507","Porangaba (SP)","9925"
"MU","3540606","Porto Feliz (SP)","53098"
"MU","3540705","Porto Ferreira (SP)","56150"
"MU","3540754","Potim (SP)","24643"
"MU","3540804","Potirendaba (SP)","17361"
"MU","3540853","Pracinha (SP)","4093"
"MU","3540903","Pradópolis (SP)","21496"
"MU","3541000","Praia Grande (SP)","325073"
"MU","3541059","Pratânia (SP)","5261"
"MU","3541109","Presidente Alves (SP)","4094"
"MU","3541208","Presidente Bernardes (SP)","13106"
"MU","3541307","Presidente Epitácio (SP)","44200"
"MU","3541406","Presidente Prudente (SP)","228743"
"MU","3541505","Presidente Venceslau (SP)","39516"
"MU","3541604","Promissão (SP)","40432"
"MU","3541653","Quadra (SP)","3804"
"MU","3541703","Quatá (SP)","14109"
"MU","3541802","Queiroz (SP)","3406"
"MU","3541901","Queluz (SP)","13420"
"MU","3542008","Quintana (SP)","6638"
"MU","3542107","Rafard (SP)","9076"
"MU","3542206","Rancharia (SP)","29707"
"MU","3542305","Redenção da Serra (SP)","3851"
"MU","3542404","Regente Feijó (SP)","20261"
"MU","3542503","Reginópolis (SP)","9621"
"MU","3542602","Registro (SP)","56322"
"MU","3542701","Restinga (SP)","7593"
"MU","3542800","Ribeira (SP)","3340"
"MU","3542909","Ribeirão Bonito (SP)","13219"
"MU","3543006","Ribeirão Branco (SP)","16444"
"MU","3543105","Ribeirão Corrente (SP)","4718"
"MU","3543204","Ribeirão do Sul (SP)","4541"
"MU","3543238","Ribeirão dos Índios (SP)","2225"
"MU","3543253","Ribeirão Grande (SP)","7673"
"MU","3543303","Ribeirão Pires (SP)","123393"
"MU","3543402","Ribeirão Preto (SP)","703293"
"MU","3543501","Riversul (SP)","5524"
